0,1601,0,0,0,0,0,0,0,2,FALSE
0,1602,-25,-50,0,8,0,0,0.785398163397448,7,FALSE
0,1603,50,25,0,8,0,0,4.71238898038469,6,FALSE
0,1604,-50,75,-6,-4,0,0,3.14159265358979,8,FALSE
0.5,1601,0,0,0,0,0,0,0,2,FALSE
0.5,1602,-25,-46,-0.447213595499958,7.10557280900008,-0.894427190999916,-1.78885438199983,0.785398163397448,7,FALSE
0.5,1603,50,29,-0.894427190999916,7.55278640450004,-1.78885438199983,-0.894427190999916,4.71238898038469,6,FALSE
0.5,1604,-53,73,-5.03089302336916,-4.24664076679542,1.93821395326168,-0.493281533590844,3.14159265358979,8,FALSE
1,1601,0,0,0,0,0,0,0,2,FALSE
1,1602,-25.22360679775,-42.4472135955,-0.92472691591982,6.22694829942754,-0.955026640839725,-1.75724901914509,0.785398163397448,7,FALSE
1,1603,49.5527864045,32.77639320225,-1.75945838026172,7.0510683147282,-1.73006237852361,-1.00343617954369,4.71238898038469,6,FALSE
1,1604,-55.5154465116846,70.8766796166023,-4.0560966548563,-4.46973724801854,1.94959273702572,-0.44619296244624,3.14159265358979,8,FALSE
1.5,1601,0,0,0,0,0,0,0,2,FALSE
1.5,1602,-25.6859702557099,-39.3337394457862,-1.43557370531785,5.3672765261549,-1.02169357879606,-1.71934354654528,0.785398163397448,7,FALSE
1.5,1603,48.6730572143692,36.3019273596141,-2.59351366811089,6.49938744972486,-1.66811057569835,-1.10336173000668,4.71238898038469,6,FALSE
1.5,1604,-57.5434948391127,68.641810992593,-3.0761597192329,-4.66904505569557,1.9598738712468,-0.398615615354063,3.14159265358979,8,FALSE
2,1601,0,0,0,0,0,0,0,2,FALSE
2,1602,-26.4037571083688,-36.6501011827087,-1.98234216551342,4.52999267289164,-1.09353692039114,-1.67456770652651,0.785398163397448,7,FALSE
2,1603,47.3763003803137,39.5516210844765,-3.3951144955687,5.90152783959974,-1.60320165491562,-1.19571922025022,4.71238898038469,6,FALSE
2,1604,-59.0815746987292,66.3072884647452,-2.09162032682993,-4.84420836465837,1.96907878480593,-0.350326617925591,3.14159265358979,8,FALSE
2.5,1601,0,0,0,0,0,0,0,2,FALSE
2.5,1602,-27.3949281911255,-34.3851048462629,-2.56687554455607,3.71862301066302,-1.1690667580853,-1.62273932445724,0.785398163397448,7,FALSE
2.5,1603,45.6787431325294,42.5023850042764,-4.16276673018477,5.26066120238966,-1.53530446923213,-1.28173327442016,4.71238898038469,6,FALSE
2.5,1604,-60.1273848621442,63.8851842824161,-1.10301250404348,-4.99472272518725,1.97721564557292,-0.301028721057773,3.14159265358979,8,FALSE
3,1601,0,0,0,0,0,0,0,2,FALSE
3,1602,-28.6783659634036,-32.5257933409314,-3.18999991791436,2.93650024835084,-1.24624874671659,-1.56424552462436,0.785398163397448,7,FALSE
3,1603,43.597359767437,45.1327156054712,-4.89486929230543,4.57946678187789,-1.46420512424132,-1.36238884102354,4.71238898038469,6,FALSE
3,1604,-60.6788911141659,61.3878229198224,-0.110876703788817,-5.1198888302359,1.98427160050932,-0.250332210097283,3.14159265358979,8,FALSE
3.5,1601,0,0,0,0,0,0,0,2,FALSE
3.5,1602,-30.2733659223607,-31.057543216756,-3.85135099241972,2.1864237480853,-1.32270214901072,-1.50015300053109,0.785398163397448,7,FALSE
3.5,1603,41.1499251212843,47.4224489964102,-5.58963652717454,3.86023212660026,-1.38953446973822,-1.43846931055526,4.71238898038469,6,FALSE
3.5,1604,-60.7343294660603,58.8278785047045,0.884224793328714,-5.21874736772482,1.99020299423506,-0.197717074977849,3.14159265358979,8,FALSE
4,1601,0,0,0,0,0,0,0,2,FALSE
4,1602,-32.1990414185706,-29.9643313427133,-4.54935964939191,1.47033442768464,-1.39601731394439,-1.43217864080131,0.785398163397448,7,FALSE
4,1603,38.355106857697,49.3525650597103,-6.24502597805684,3.1049410120807,-1.3107789017646,-1.51058222903912,4.71238898038469,6,FALSE
4,1604,-60.2922170693959,56.2185048208421,1.88168485569664,-5.28997533962471,1.99492012473585,-0.142455943799784,3.14159265358979,8,FALSE
4.5,1601,0,0,0,0,0,0,0,2,FALSE
4.5,1602,-34.4737212432666,-29.229164128871,-5.28141332622137,0.789087472285587,-1.4641073536589,-1.36249391079811,0.785398163397448,7,FALSE
4.5,1603,35.2325938686686,50.9050355657507,-6.85866528234807,2.31535453535445,-1.22727860858245,-1.57917295345251,4.71238898038469,6,FALSE
4.5,1604,-59.3513746415476,53.5735171510297,2.88081408815179,-5.33169795763435,1.9982584649103,-0.0834452360192733,3.14159265358979,8,FALSE
5,1601,0,0,0,0,0,0,0,2,FALSE
5,1602,-37.1144279063772,-28.8346203927282,-6.04415453082544,0.142383633732628,-1.52548240920814,-1.29340767710592,0.785398163397448,7,FALSE
5,1603,31.8032612274946,52.0627128334279,-7.42777311906861,1.49309163932711,-1.13821567344108,-1.64452579205468,4.71238898038469,6,FALSE
5,1604,-57.9109675974717,50.9076681722125,3.88077001497878,-5.34108648273607,1.99991185365397,-0.0187770502034471,3.14159265358979,8,FALSE
5.5,1601,0,0,0,0,0,0,0,2,FALSE
5.5,1602,-40.13650517179,-28.7634285758619,-6.83383820773771,-0.471130579972571,-1.57936735382455,-1.2270284274104,0.785398163397448,7,FALSE
5.5,1603,28.0893746679603,52.8092586530914,-7.94906987055725,0.639716166930936,-1.04259350297728,-1.70675094479234,4.71238898038469,6,FALSE
5.5,1604,-55.9705825899823,48.2371249308445,4.88038290315121,-5.31326430094596,1.99922577634487,0.055644363580226,3.14159265358979,8,FALSE
6,1601,0,0,0,0,0,0,0,2,FALSE
6,1602,-43.5534242756588,-28.9989938658482,-7.64666556443052,-1.05363524794682,-1.62565471338561,-1.16500933594849,0.785398163397448,7,FALSE
6,1603,24.1148397326816,53.1291167365569,-7.9966650603722,-0.230971669740132,-0.939208835090715,-1.76575387981665,4.71238898038469,6,FALSE
6,1604,-53.5303911384067,45.5804927803715,5.47018941134412,-5.26797516964887,1.17961301638582,0.0905782625941844,3.14159265358979,8,FALSE
6.5,1601,0,0,0,0,0,0,0,2,FALSE
6.5,1602,-47.3767570578741,-29.5258114898216,-8.47903875261968,-1.60785079769601,-1.66474637637833,-1.10843109949839,0.785398163397448,7,FALSE
6.5,1603,20.1165072024955,53.0136309016868,-7.92730263755309,-1.07604502352077,-0.826618310942151,-1.82118153076928,4.71238898038469,6,FALSE
